Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep
1572,OTU1572,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,HQ672500.1.1485
1803,OTU1803,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,HQ672671.1.1502
367,OTU367,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672830.1.1436
475,OTU475,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672273.1.1437
1951,OTU1951,Bacteria,Cyanobacteria,Chloroplast,,,,HQ242623.1.1439
1315,OTU1315,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EF573752.1.1474
1280,OTU1280,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671933.1.1447
1124,OTU1124,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672062.1.1463
1586,OTU1586,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672216.1.1434
838,OTU838,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,GU118928.1.1458
2192,OTU2192,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,FJ497402.1.1420
2204,OTU2204,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,DQ337006.1.1494
1355,OTU1355,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF061422.1.1421
2049,OTU2049,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,uncultured,HM569768.1.1484
1669,OTU1669,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672204.1.1459
2067,OTU2067,Bacteria,Cyanobacteria,Chloroplast,,,,AY664169.1.1279
1758,OTU1758,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,GU941026.1.1315
886,OTU886,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JN591984.1.1424
2081,OTU2081,Bacteria,Cyanobacteria,Chloroplast,,,,EF574288.1.1436
357,OTU357,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802696.1.1439
3029,OTU3029,Bacteria,Candidate division OD1,,,,,AB193914.1.1558
1655,OTU1655,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY576713.1.1487
1878,OTU1878,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JQ753117.1.1499
4327,OTU4327,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,EU236386.1.1368
924,OTU924,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JX436383.1.1402
1023,OTU1023,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF584092.1.1434
1132,OTU1132,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EU136629.1.1439
1895,OTU1895,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY664275.1.1237
4701,OTU4701,Bacteria,Candidate division OD1,,,,,AACY020292957.227.1544
5555,OTU5555,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Brumimicrobium,FN994947.1.1357
1257,OTU1257,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY345469.1.1433
791,OTU791,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,DQ492738.1.1429
1654,OTU1654,Bacteria,Cyanobacteria,Chloroplast,,,,AY664138.1.1204
751,OTU751,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,EU805358.1.1525
2260,OTU2260,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Herbiconiux,HQ166794.1.1343
1936,OTU1936,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula,JN166243.1.1480
1681,OTU1681,Bacteria,Chloroflexi,SAR202 clade,,,,AY869680.1.1463
2951,OTU2951,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Herbiconiux,FJ825783.1.1479
1966,OTU1966,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,HM057728.1.1480
1808,OTU1808,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AF001653.1.1553
1318,OTU1318,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,EF574353.1.1482
2992,OTU2992,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Pelagicoccus,KC001632.1.1388
640,OTU640,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ671887.1.1246
1851,OTU1851,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,JN874066.1.1482
1618,OTU1618,Bacteria,Chloroflexi,SAR202 clade,,,,HQ674551.1.1463
2219,OTU2219,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,JX047105.1.1421
1691,OTU1691,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,uncultured,AY770963.1.1477
1741,OTU1741,Bacteria,Chloroflexi,SAR202 clade,,,,GQ337267.1.1475
1983,OTU1983,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,HQ166808.1.1359
1336,OTU1336,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,HQ674261.1.1518
1985,OTU1985,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,FJ169986.1.1505
1204,OTU1204,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673011.1.1478
2870,OTU2870,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,JQ337874.1.1506
2080,OTU2080,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,GQ921360.1.1497
1415,OTU1415,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,HQ672585.1.1501
1041,OTU1041,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ674234.1.1446
1467,OTU1467,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,AB053126.1.1535
2111,OTU2111,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,HQ674482.1.1462
499,OTU499,Bacteria,Cyanobacteria,Chloroplast,,,,EU237456.1.1310
1605,OTU1605,Bacteria,Cyanobacteria,Chloroplast,,,,EF573851.1.1447
1050,OTU1050,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EF573979.1.1443
968,OTU968,Bacteria,Cyanobacteria,Chloroplast,,,,AACY020080403.492.1950
1899,OTU1899,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,marine group,CP001842.3507.4983
373,OTU373,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU802666.1.1436
1765,OTU1765,Bacteria,Cyanobacteria,Chloroplast,,,,AY702176.1.1422
2410,OTU2410,Bacteria,Cyanobacteria,Chloroplast,,,,GU941076.1.1291
2717,OTU2717,Bacteria,Cyanobacteria,Chloroplast,,,,JX537830.1.1321
2045,OTU2045,Bacteria,Cyanobacteria,Chloroplast,,,,GQ348575.1.1324
1187,OTU1187,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,EF572066.1.1488
1037,OTU1037,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,JQ678482.1.1451
1110,OTU1110,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672859.1.1508
979,OTU979,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672326.1.1437
1016,OTU1016,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ673396.1.1435
1024,OTU1024,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,GQ377765.1.1255
476,OTU476,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EU802815.1.1448
468,OTU468,Bacteria,Cyanobacteria,Chloroplast,,,,JN117275.38398.39880
1679,OTU1679,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,FR683378.1.1485
396,OTU396,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR683618.1.1414
436,OTU436,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ242546.1.1435
1283,OTU1283,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,EU795094.11172.12675
650,OTU650,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,FR684885.1.1494
761,OTU761,Bacteria,Cyanobacteria,Chloroplast,,,,GU235602.1.1346
433,OTU433,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR684960.1.1420
525,OTU525,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,FN433409.1.1491
469,OTU469,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ242379.1.1434
2143,OTU2143,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,DQ396337.1.1556
537,OTU537,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU799308.1.1374
764,OTU764,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU800224.1.1388
320,OTU320,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,SAR92 clade,FR683900.1.1492
970,OTU970,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,FQ032803.11245.12758
608,OTU608,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672335.1.1435
679,OTU679,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,SAR92 clade,HQ242112.1.1485
509,OTU509,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR684247.1.1444
2545,OTU2545,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,GQ349627.1.1369
2301,OTU2301,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,FR684766.1.1486
2368,OTU2368,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,EU795244.966.2471
1393,OTU1393,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured,EU800996.1.1423
1531,OTU1531,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade DC5-80-3 lineage,JN177596.1.1444
2179,OTU2179,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ222974.1.1365
1183,OTU1183,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR685247.1.1424
747,OTU747,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,HQ163262.1.1344
1397,OTU1397,Bacteria,Cyanobacteria,Chloroplast,,,,EU268108.1.1451
1192,OTU1192,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS2b marine group,FR683443.1.1480
1801,OTU1801,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,uncultured,FR685722.1.1484
2159,OTU2159,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,JN591877.1.1479
498,OTU498,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR685627.1.1379
1327,OTU1327,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,FJ825880.1.1478
2363,OTU2363,Bacteria,Cyanobacteria,Chloroplast,,,,FJ456816.1.1475
659,OTU659,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,SAR92 clade,FR684049.1.1494
1066,OTU1066,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,FR684614.1.1497
871,OTU871,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Balneatrix,GU235804.1.1382
1085,OTU1085,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Balneatrix,EU544738.1.1465
2132,OTU2132,Bacteria,Cyanobacteria,Chloroplast,,,,EU005678.1.1414
1321,OTU1321,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Balneatrix,GU235809.1.1374
1608,OTU1608,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,EU795252.9081.10590
1709,OTU1709,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade DC5-80-3 lineage,JN177647.1.1439
1900,OTU1900,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade DC5-80-3 lineage,GQ337292.1.1461
1947,OTU1947,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade DC5-80-3 lineage,JN177592.1.1446
1300,OTU1300,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,FR684349.1.1497
1398,OTU1398,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,SAR92 clade,AY697919.1.1436
1570,OTU1570,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,FR684911.1.1497
1461,OTU1461,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Balneatrix,HQ671842.1.1493
2003,OTU2003,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade DC5-80-3 lineage,JN177595.1.1444
1254,OTU1254,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,FR684227.1.1444
1322,OTU1322,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU544837.1.1428
1824,OTU1824,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Balneatrix,FR683359.1.1497
2114,OTU2114,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,HQ242389.1.1489
1885,OTU1885,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Balneatrix,EU544808.1.1486
381,OTU381,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,uncultured,EU919781.1.1500
670,OTU670,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,JN832936.1.1411
1240,OTU1240,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,GU235070.1.1379
792,OTU792,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,AF354621.1.1477
951,OTU951,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,JQ753157.1.1489
1181,OTU1181,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,EU919846.1.1477
1202,OTU1202,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,GU234821.1.1376
988,OTU988,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,AAOG01000005.3703.5223
1382,OTU1382,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,SAR92 clade,GU235229.1.1374
1139,OTU1139,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,GU235590.1.1367
1743,OTU1743,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,GU234830.1.1378
2002,OTU2002,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Reichenbachiella,EU919792.1.1484
2586,OTU2586,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,JQ678498.1.1506
2316,OTU2316,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,uncultured,DQ396288.1.1534
1588,OTU1588,Bacteria,Verrucomicrobia,Arctic97B-4 marine group,,,,JQ678500.1.1545
3206,OTU3206,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,JN976344.1.1459
1232,OTU1232,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ221011.1.915
1672,OTU1672,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672842.1.1478
1074,OTU1074,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672419.1.1520
2052,OTU2052,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,HQ672502.1.1488
2533,OTU2533,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,uncultured,EU686587.16947.18447
1925,OTU1925,Bacteria,Verrucomicrobia,Arctic97B-4 marine group,,,,HQ672701.1.1507
3745,OTU3745,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,DQ395037.1.1491
4136,OTU4136,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,EU287171.1.1505
3167,OTU3167,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,uncultured,JX016104.1.1480
1687,OTU1687,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,HQ673473.1.1519
4312,OTU4312,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,JN874224.1.1504
2008,OTU2008,Bacteria,Chloroflexi,SAR202 clade,,,,HQ674260.1.1476
4292,OTU4292,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,U85841.1.1485
4246,OTU4246,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,EU286985.1.1497
2651,OTU2651,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673394.1.1502
4359,OTU4359,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,U85845.1.1503
1340,OTU1340,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,HQ673353.1.1476
1558,OTU1558,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Arenicella,HQ673364.1.1501
4131,OTU4131,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,GU061308.1.1461
4540,OTU4540,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,EU617783.1.1502
1407,OTU1407,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,GU235112.1.1356
4152,OTU4152,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,JQ579911.1.1480
4604,OTU4604,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,AY375080.1.1497
4683,OTU4683,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,U85846.1.1486
1912,OTU1912,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673994.1.1476
2555,OTU2555,Bacteria,Cyanobacteria,Chloroplast,,,,AJ536466.1.1477
4704,OTU4704,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,AY167340.1.1444
4720,OTU4720,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,GU061318.1.1455
1981,OTU1981,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,EU919815.1.1484
4837,OTU4837,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,EU617785.1.1505
2578,OTU2578,Bacteria,Fusobacteria,Fusobacteriia,BS1-0-74,,,HQ673183.1.1490
2091,OTU2091,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,AY726886.1.1207
2162,OTU2162,Bacteria,Verrucomicrobia,Arctic97B-4 marine group,,,,HQ163260.1.1400
3418,OTU3418,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,uncultured,GQ348085.1.1376
1603,OTU1603,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,GU235453.1.1363
1476,OTU1476,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,GU235633.1.1364
1156,OTU1156,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF061450.1.1442
1178,OTU1178,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF194102.1.1428
1170,OTU1170,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ826102.1.1440
1343,OTU1343,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF584014.1.1439
1551,OTU1551,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,DQ677306.1.1446
1366,OTU1366,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GU108553.1.1390
1839,OTU1839,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,FR744842.1.1447
1577,OTU1577,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ825894.1.1440
2231,OTU2231,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,AM183347.1.1476
1594,OTU1594,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AHCC01000059.1.1362
1838,OTU1838,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JN177654.1.1494
2022,OTU2022,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GQ377776.1.1254
1834,OTU1834,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY664286.1.1235
1901,OTU1901,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY664287.1.1272
1783,OTU1783,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JX436398.1.1386
1788,OTU1788,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY726970.1.1273
2088,OTU2088,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JX436391.1.1275
2101,OTU2101,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,DQ520891.1.1418
2374,OTU2374,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,AJ936947.1.1237
2039,OTU2039,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GU108554.1.1400
2190,OTU2190,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JF173531.1.1357
2564,OTU2564,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF584090.1.1428
2895,OTU2895,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,DQ116002.1.1486
2625,OTU2625,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AB055794.1.1498
2650,OTU2650,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,FJ457317.1.1419
2702,OTU2702,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,HM142467.1.1498
2688,OTU2688,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY028199.1.1448
2647,OTU2647,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AF045560.1.1449
2604,OTU2604,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,AM778463.1.1516
2710,OTU2710,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,AM778456.1.1462
2671,OTU2671,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,JQ083317.1.1465
2778,OTU2778,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AM111094.1.1500
2732,OTU2732,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,AY162114.1.1412
2917,OTU2917,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EU050780.1.1423
1829,OTU1829,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GU108551.1.1401
